x;y
0.0108159;3.61882
0.0107739;3.62073
0.0107321;3.62265
0.0106904;3.62456
0.0106488;3.62647
0.0106075;3.62839
0.0105663;3.6303
0.0105252;3.63222
0.0104843;3.63413
0.0104436;3.63605
0.010403;3.63797
0.0103625;3.63989
0.0103222;3.6418
0.0102821;3.64372
0.0102421;3.64564
0.0102023;3.64756
0.0101626;3.64949
0.0101231;3.65141
0.0100837;3.65333
0.0100445;3.65526
0.0100054;3.65718
0.00996649;3.6591
0.00992771;3.66103
0.00988908;3.66296
0.00985059;3.66488
0.00981225;3.66681
0.00977406;3.66874
0.00973601;3.67067
0.00969811;3.6726
0.00966035;3.67453
0.00962273;3.67646
0.00958526;3.67839
0.00954793;3.68032
0.00951074;3.68226
0.00947369;3.68419
0.00943678;3.68613
0.00940002;3.68806
0.00936339;3.69
0.00932691;3.69193
0.00929056;3.69387
0.00925435;3.69581
0.00921828;3.69774
0.00918235;3.69968
0.00914655;3.70162
0.0091109;3.70356
0.00907537;3.7055
0.00903998;3.70745
0.00900473;3.70939
0.00896961;3.71133
0.00893463;3.71327
0.00889978;3.71522
0.00886506;3.71716
0.00883047;3.71911
0.00879602;3.72105
0.0087617;3.723
0.00872751;3.72495
0.00869345;3.72689
0.00865952;3.72884
0.00862571;3.73079
0.00859204;3.73274
0.0085585;3.73469
0.00852508;3.73664
0.0084918;3.73859
0.00845864;3.74054
0.0084256;3.7425
0.0083927;3.74445
0.00835992;3.7464
0.00832726;3.74836
0.00829473;3.75031
0.00826232;3.75227
0.00823004;3.75423
0.00819788;3.75618
0.00816584;3.75814
0.00813393;3.7601
0.00810214;3.76206
0.00807047;3.76401
0.00803892;3.76597
0.00800749;3.76793
0.00797618;3.7699
0.007945;3.77186
0.00791393;3.77382
0.00788298;3.77578
0.00785215;3.77775
0.00782144;3.77971
0.00779084;3.78167
0.00776036;3.78364
0.00773;3.7856
0.00769976;3.78757
0.00766963;3.78954
0.00763962;3.7915
0.00760972;3.79347
0.00757994;3.79544
0.00755027;3.79741
0.00752071;3.79938
0.00749127;3.80135
0.00746194;3.80332
0.00743272;3.80529
0.00740362;3.80726
0.00737463;3.80923
0.00734575;3.81121
0.00731698;3.81318
0.00728831;3.81515
0.00725976;3.81713
0.00723132;3.8191
0.00720299;3.82108
0.00717477;3.82306
0.00714666;3.82503
0.00711865;3.82701
0.00709075;3.82899
0.00706296;3.83097
0.00703528;3.83294
0.0070077;3.83492
0.00698023;3.8369
0.00695286;3.83888
0.0069256;3.84087
0.00689844;3.84285
0.00687139;3.84483
0.00684444;3.84681
0.0068176;3.84879
0.00679086;3.85078
0.00676422;3.85276
0.00673768;3.85475
0.00671125;3.85673
0.00668492;3.85872
0.00665869;3.8607
0.00663256;3.86269
0.00660653;3.86468
0.0065806;3.86667
0.00655477;3.86866
0.00652904;3.87064
0.00650341;3.87263
0.00647788;3.87462
0.00645245;3.87661
0.00642711;3.87861
0.00640188;3.8806
0.00637674;3.88259
0.00635169;3.88458
0.00632675;3.88657
0.0063019;3.88857
0.00627714;3.89056
0.00625248;3.89256
0.00622792;3.89455
0.00620345;3.89655
0.00617907;3.89854
